start_date,end_date,status,ip_address,progress,duration_in_seconds,finished,recorded_date,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distribution_channel,user_language,q62,q81,q82,q99,q100,q66_first_click,q66_last_click,q66_page_submit,q66_click_count,q57_1,q57_2,q57_3,q57_4,q57_5,q57_6,q59_1,q59_2,q59_3,q59_4,q90_2,q90_5,q90_11,q90_12,q96_1,q96_2,q96_3,q96_4,q98,q100_1,q61,q62_1,q92,q94,q19,q20,q21,q22,q23,comments,q97,qid,ytid,video_link,worker_id,assignment_id,hit_id,treatment_arm,start_date_w2,end_date_w2,survey_time_w2,right_to_own_importance_w2,assault_ban_w2,handgun_ban_w2,concealed_safe_w2,stricter_laws_w2,gun_index_w2,gun_index_2_w2,trust_majornews,trust_localnews,trust_social,trust_youtube,fabricate_majornews,fabricate_youtube,media_trust,smart_dems,smart_reps,comfort_dems,comfort_reps,ft_dems,ft_reps
2021-06-17 22:43:07,2021-06-17 23:00:32,IP Address,99.42.41.84,100,1045,True,2021-06-17 23:00:32,R_UlRLTSrddQZJmmt,NA,NA,NA,NA,30.0735931396484375,-95.62030029296875,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,4.174,4.174,689.361,1,"Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
",Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,25,40,50,50,Some,Some,Not too much,Some,Once in a while,Once in a while,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Protect the right to own guns,Strongly oppose,Strongly oppose,Somewhat safer,Neither support nor oppose,I did not encounter any problems and do not have any additional comments.,NA,51424,NA,https://videoexperiment.online/?startvid=b1jlxlyvQdE000001&topicid=b1jlxlyvQdE_june2021_31_6_p&allowDupe=1&id=51424,fb7f00a0130a56c00ed560aa23c8668ca2c40f3036da2e1090e31aaaa34b7ebb,32XVDSJFPZXURMCU2IO4GHAFZKC2MT,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_31,2021-06-17T22:43:07Z,2021-06-17T23:00:32Z,1045,1,1,1,0.75,0.5,0.85,0.9375,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.75,0.6666666666666666,0.5,0.5,1,1,50,50
2021-06-17 22:28:38,2021-06-17 23:00:33,IP Address,104.188.185.12,100,1915,True,2021-06-17 23:00:34,R_2Sic2XT43dMowJz,NA,NA,NA,NA,28.885101318359375,-81.30930328369140625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,12.155,12.155,1190.713,1,"No understanding
1
",4,2,3,4,3,Slightly disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,16,68,60,50,Some,Not too much,A lot,A lot,About half the time,About half the time,Somewhat,Somewhat,Somewhat comfortable,Somewhat comfortable,Regulate gun ownership,Neither support nor oppose,Somewhat support,Somewhat safer,Neither support nor oppose,NA,NA,36104,NA,https://videoexperiment.online/?startvid=UmXxaADg4Is000001&topicid=UmXxaADg4Is_june2021_31_3_p&allowDupe=1&id=36104,6e46d87410088b8442e8a56dd3f032a319afa937694f216a22d9219d071444a3,31N2WW6R9RQD6UGWKVYW41VY8X23F0,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_31,2021-06-17T22:28:38Z,2021-06-17T23:00:33Z,1915,0,0.5,0.25,0.75,0.5,0.4,0.375,0.6666666666666666,0.3333333333333333,1,1,0.5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,60,50
2021-06-17 22:46:43,2021-06-17 23:00:35,IP Address,68.63.20.185,100,831,True,2021-06-17 23:00:35,R_305YvKMpUs0jINI,NA,NA,NA,NA,30.4907989501953125,-84.31580352783203125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,30.69,31.701,334.662,2,4,"Full understanding
5
","Full understanding
5
",4,3,2,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,0,24,29,0,Some,Not too much,Not at all,Not at all,Once in a while,About half the time,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Protect the right to own guns,Neither support nor oppose,Strongly oppose,No difference,Somewhat oppose,NA,NA,51760,NA,https://videoexperiment.online/?startvid=aTPMXi4EaKE000001&topicid=aTPMXi4EaKE_june2021_31_13_p&allowDupe=1&id=51760,94fc75a8aaeb3722601948799c059de443fb3de52c05a19900210f5c262bdf5a,39PAAFCODM07180GZP9R402IQQ0VTU,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_31,2021-06-17T22:46:43Z,2021-06-17T23:00:35Z,832,1,0.5,1,0.5,0.75,0.75,0.75,0.6666666666666666,0.3333333333333333,0,0,0.75,0.5,0.6666666666666666,0.5,0.5,1,1,29,0
2021-06-17 22:46:18,2021-06-17 23:00:37,IP Address,65.31.224.107,100,859,True,2021-06-17 23:00:38,R_10qP4otfmQvqKHL,NA,NA,NA,NA,44.545806884765625,-88.101898193359375,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,4.342,549.669,552.21,3,4,"Full understanding
5
",4,4,4,"No understanding
1
",Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,74,21,28,77,Not too much,Some,Not too much,Not too much,Once in a while,Once in a while,Somewhat,Somewhat,Somewhat comfortable,Extremely comfortable,Protect the right to own guns,Neither support nor oppose,Strongly oppose,Somewhat safer,Somewhat oppose,None,NA,64684,NA,https://videoexperiment.online/?startvid=Meiy4DXThLU000001&topicid=Meiy4DXThLU_june2021_22_17_p&allowDupe=1&id=64684,480aa400d09669cb55977fb10cd9b61f55ee6f2a44a0136e3fbbf248fe59097e,3ZWFC4W1UU75PW1YVLZSMZYEEBKFRI,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_22,2021-06-17T22:46:18Z,2021-06-17T23:00:37Z,859,1,0.5,1,0.75,0.75,0.8,0.8125,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.75,0.3333333333333333,0.5,0.5,0.6666666666666666,1,28,77
2021-06-17 22:26:44,2021-06-17 23:00:44,IP Address,71.232.202.48,100,2039,True,2021-06-17 23:00:44,R_riERvF2gIDSavEl,NA,NA,NA,NA,41.4568023681640625,-72.82450103759765625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,1.07,1.604,786.056,2,"Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
",4,3,Somewhat disagree,Strongly agree,Strongly agree,Slightly disagree,15,10,40,45,Not at all,Not too much,Not too much,Not too much,All the time,All the time,Somewhat,Somewhat,Somewhat comfortable,Extremely comfortable,Protect the right to own guns,Somewhat oppose,Somewhat oppose,Somewhat safer,Somewhat oppose,NA,NA,41123,NA,https://videoexperiment.online/?startvid=b1jlxlyvQdE000001&topicid=b1jlxlyvQdE_june2021_31_18_p&allowDupe=1&id=41123,2fb56b05b423196f39e72a33c6eb441ad8120e978d9cc479cd889c2de4c7d1c4,3X1FV8S5JXR3W3EAFPAK5HNT0WUGV8,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_31,2021-06-17T22:26:44Z,2021-06-17T23:00:44Z,2040,1,0.75,0.75,0.75,0.75,0.8,0.8125,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0.5,0.5,0.6666666666666666,1,40,45
2021-06-17 22:23:33,2021-06-17 23:00:44,IP Address,216.96.72.111,100,2231,True,2021-06-17 23:00:44,R_3ExRT6fUqSpGjBy,NA,NA,NA,NA,32.61810302734375,-83.78900146484375,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,11.259,58.654,692.271,2,4,"Full understanding
5
","Full understanding
5
",4,"Full understanding
5
",4,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,0,70,70,5,A lot,A lot,Some,Some,Once in a while,About half the time,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Regulate gun ownership,Strongly support,Somewhat oppose,Somewhat less safe,Strongly support,There were no problems with watching the videos or in answering the survey questions.,NA,93959,NA,https://videoexperiment.online/?startvid=UnExjakUlQg000001&topicid=UnExjakUlQg_june2021_22_19_a&allowDupe=1&id=93959,35fcb8935cfaf2f3a8fc71fc295430ed48ae8f8ecf77035d104b244f21eac2dd,3IAS3U3I0FGY8V8XBTYV21ZLNL92B5,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,anti_22,2021-06-17T22:23:33Z,2021-06-17T23:00:44Z,2231,0,0,0.75,0.25,0,0.2,0.25,1,1,0.6666666666666666,0.6666666666666666,0.75,0.5,1,0.5,0.5,1,1,70,5
2021-06-17 22:26:28,2021-06-17 23:00:49,IP Address,73.144.251.253,100,2060,True,2021-06-17 23:00:50,R_27Hym4e9dFxKxJ5,NA,NA,NA,NA,43.024505615234375,-83.606597900390625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,3.725,338.47,339.725,4,"Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
",2,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,0,70,87,16,Some,Some,Not too much,Not too much,Once in a while,About half the time,Somewhat,A little,Extremely comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Strongly support,Much less safe,Strongly support,NA,NA,46378,NA,https://videoexperiment.online/?startvid=UnExjakUlQg000001&topicid=UnExjakUlQg_june2021_22_9_a&allowDupe=1&id=46378,efe6bffc8b73c6a6606e6e52fa9f56f8b52876a0fc73b196e010017dd6bb0d3c,34QN5IT0TZR8AN7CTUA7SBG5IH380R,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,anti_22,2021-06-17T22:26:28Z,2021-06-17T23:00:49Z,2061,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.5,0.6666666666666666,0.5,0.25,1,0.3333333333333333,87,16
2021-06-17 22:54:55,2021-06-17 23:00:52,IP Address,96.28.214.181,100,356,True,2021-06-17 23:00:52,R_Z7PFRkd6BaHeHap,NA,NA,NA,NA,38.053802490234375,-83.9385986328125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,3,4,"Full understanding
5
",2,"Full understanding
5
","No understanding
1
",Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,89,2,12,82,Not too much,A lot,Not too much,Not too much,About half the time,About half the time,A little,Extremely,Not too comfortable,Extremely comfortable,Protect the right to own guns,Strongly oppose,Strongly oppose,Much safer,Somewhat support,NA,I think there should be laws keeping guns away from people with mental health problems and felons or anyone arrested for a violent crime.,22395,NA,NA,d62578e6e7f7f90ea331c4b1cd8873368746f07a1b4572df302390e4780a0215,30X31N5D63QMUKK3ZUD5Y8SJ3XRSA7,3ZG552ORAL3AVP89Q8KTETY5X3M2VD,control,2021-06-17T22:54:55Z,2021-06-17T23:00:52Z,357,1,1,1,1,0.25,0.85,1,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.25,1,0.3333333333333333,1,12,82
2021-06-17 22:50:52,2021-06-17 23:00:55,IP Address,47.16.230.170,100,603,True,2021-06-17 23:00:56,R_2Y3csVdpCjurSiB,NA,NA,NA,NA,40.8675994873046875,-74.1735992431640625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,13.605,13.605,441.21,1,4,"Full understanding
5
","Full understanding
5
",4,"Full understanding
5
",3,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,0,50,73,20,Some,Some,Not at all,Some,About half the time,About half the time,Somewhat,Somewhat,Somewhat comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Strongly support,Somewhat safer,Strongly support,NA,NA,89665,NA,https://videoexperiment.online/?startvid=4FrxK1MH710000001&topicid=4FrxK1MH710_june2021_31_7_a&allowDupe=1&id=89665,b4a6470910c0d65b42c6b08c0865638734b38c95aae7bd65973cb628d6863862,3TUI152ZZBNENGSQB7V7S7KFHF01Q3,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,anti_31,2021-06-17T22:50:52Z,2021-06-17T23:00:55Z,603,0,0,0,0.75,0,0.15,0.1875,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.3333333333333333,73,20
2021-06-17 22:21:45,2021-06-17 23:00:57,IP Address,64.201.89.11,100,2351,True,2021-06-17 23:00:57,R_2du5VqsoLblfFrn,NA,NA,NA,NA,40.1165924072265625,-79.41120147705078125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,175.973,175.973,667.738,1,4,4,"Full understanding
5
","Full understanding
5
",4,3,Slightly disagree,Slightly agree,Somewhat agree,Somewhat disagree,85,4,6,60,Not at all,Not at all,Not at all,Not at all,About half the time,About half the time,A little,Somewhat,Somewhat comfortable,Extremely comfortable,Protect the right to own guns,Somewhat oppose,Strongly oppose,Somewhat safer,Somewhat oppose,"no issues, thanks",NA,55140,NA,https://videoexperiment.online/?startvid=UmXxaADg4Is000001&topicid=UmXxaADg4Is_june2021_31_13_p&allowDupe=1&id=55140,0980af3d32d245ece6e21ad1d0d64a0ecbab9964b842e4d0ac2c51ddd65c6f59,3HMVI3QICJSNWIJC2HC15TNHGOC1Y1,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_31,2021-06-17T22:21:45Z,2021-06-17T23:00:57Z,2352,1,0.75,1,0.75,0.75,0.85,0.875,0,0,0,0,0.5,0.5,0,0.25,0.5,0.6666666666666666,1,6,60
2021-06-17 22:54:19,2021-06-17 23:00:58,IP Address,74.134.33.160,100,398,True,2021-06-17 23:00:58,R_2PiZf11R3XmoLZw,NA,NA,NA,NA,37.1504058837890625,-84.522796630859375,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,1.863,291.273,297.107,2,"Full understanding
5
",4,4,"Full understanding
5
",4,"No understanding
1
",Somewhat agree,Somewhat agree,Slightly agree,Somewhat agree,0,4,8,0,Some,Not too much,Some,Some,About half the time,Once in a while,Somewhat,A little,Somewhat comfortable,Somewhat comfortable,Regulate gun ownership,Strongly support,Somewhat oppose,Much safer,Strongly support,NA,NA,95447,NA,https://videoexperiment.online/?startvid=o5TnYVn_1bY000001&topicid=o5TnYVn_1bY_june2021_22_14_p&allowDupe=1&id=95447,69e73115fbbf11e829044fb946a2a0ed8b48262b7f8efb5ca4b000cc4cd5474b,3Z9WI9EOZZO3GOF90REVO8ODZY4KHT,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_22,2021-06-17T22:54:19Z,2021-06-17T23:00:58Z,399,0,0,0.75,1,0,0.35,0.4375,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.75,0.6666666666666666,0.5,0.25,0.6666666666666666,0.6666666666666666,8,0
2021-06-17 22:26:06,2021-06-17 23:01:10,IP Address,137.119.16.221,100,2104,True,2021-06-17 23:01:11,R_2f0sQln81b0D25Y,NA,NA,NA,NA,41.9911956787109375,-75.26239776611328125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,7.35,1406.392,1409.104,7,"Full understanding
5
",4,"Full understanding
5
",4,4,"No understanding
1
",Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,0,53,53,50,Some,Some,Some,Some,Once in a while,Once in a while,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Regulate gun ownership,Strongly support,Strongly support,Much less safe,Strongly support,So very interesting. I didn’t want to stop watching. Thank you!,NA,81225,NA,https://videoexperiment.online/?startvid=NsZa4V9T4lg000001&topicid=NsZa4V9T4lg_june2021_22_20_a&allowDupe=1&id=81225,13894af8e8e4bd906a5f79783285ffdcbe003dfd5e16978856ec325ad6f86c3b,3JZQSN0I3QAE06SKFA5GNVK7C26GFK,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,anti_22,2021-06-17T22:26:06Z,2021-06-17T23:01:10Z,2104,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6666666666666666,0.5,0.5,1,1,53,50
2021-06-17 22:47:55,2021-06-17 23:01:14,IP Address,173.239.87.147,100,799,True,2021-06-17 23:01:15,R_2s0vpwdhoMbeyJu,NA,NA,NA,NA,44.87969970703125,-117.9801025390625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,3.673,3.673,546.707,1,4,4,4,4,4,2,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,0,100,80,10,A lot,A lot,Not at all,Not at all,Never,All the time,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Regulate gun ownership,Strongly support,Strongly oppose,Much less safe,Strongly support,NA,NA,53358,NA,https://videoexperiment.online/?startvid=S93BohYCUNI000001&topicid=S93BohYCUNI_june2021_31_2_a&allowDupe=1&id=53358,dcd9f461385f7faef8afaf3d96e2f6ef12c1f09469ec3fd964555a6f0d598911,3P529IW9KYLUMY6LQ12W0NPF8JRFLO,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,anti_31,2021-06-17T22:47:55Z,2021-06-17T23:01:14Z,799,0,0,1,0,0,0.2,0.25,1,1,0,0,1,0,1,0.5,0.5,1,1,80,10
2021-06-17 22:24:00,2021-06-17 23:01:15,IP Address,75.70.184.199,100,2235,True,2021-06-17 23:01:16,R_ulXcf5oqe7FGAJr,NA,NA,NA,NA,39.589202880859375,-105.13590240478515625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,68.89,68.89,476.127,1,3,"Full understanding
5
",3,4,"Full understanding
5
","No understanding
1
",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,34,21,21,68,Not at all,Some,Not at all,Not at all,Most of the time,Once in a while,Very,Very,Somewhat comfortable,Somewhat comfortable,Protect the right to own guns,Somewhat support,Somewhat oppose,No difference,Somewhat oppose,None,NA,13605,NA,https://videoexperiment.online/?startvid=Meiy4DXThLU000001&topicid=Meiy4DXThLU_june2021_22_17_p&allowDupe=1&id=13605,31cc0acf0566790e3940a57ee2a3139b257d2b09345a7ea5f8c18f640327edbc,3F1567XTNW5WCLVLFKA07D2YFRJQ9W,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_22,2021-06-17T22:24:00Z,2021-06-17T23:01:15Z,2235,1,0.25,0.75,0.5,0.75,0.65,0.625,0,0.6666666666666666,0,0,0.25,0.75,0,0.75,0.75,0.6666666666666666,0.6666666666666666,21,68
2021-06-17 22:57:19,2021-06-17 23:01:24,IP Address,75.39.107.68,100,245,True,2021-06-17 23:01:24,R_32Qu6dM0fTEmCkr,NA,NA,NA,NA,42.4095001220703125,-82.94699859619140625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,NA,NA,NA,NA,4,"Full understanding
5
",2,"Full understanding
5
","Full understanding
5
",2,Neither agree nor disagree,Strongly agree,Strongly agree,Slightly agree,0,1,7,0,Not too much,Some,Some,Not too much,Most of the time,About half the time,Somewhat,Not at all,Somewhat comfortable,Not at all comfortable,Protect the right to own guns,Strongly support,Strongly oppose,No difference,Neither support nor oppose,NA,No,94073,NA,NA,ef1a64dcf2bf2817bc23cddf9714578712bf8d0a270dd05499c6b857616e0569,3K5TEWLKGVBHSUK55DANQT09F9QIV6,3GITHABACXKXNKZ0OHY24C4SB0K2NW,control,2021-06-17T22:57:19Z,2021-06-17T23:01:24Z,245,1,0,1,0.5,0.5,0.6,0.625,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.5,0.3333333333333333,0.5,0,0.6666666666666666,0,7,0
2021-06-17 22:34:47,2021-06-17 23:01:26,IP Address,208.68.103.23,100,1599,True,2021-06-17 23:01:27,R_20UpI8rr9KsrHaa,NA,NA,NA,NA,37.716705322265625,-89.87760162353515625,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,12.514,812.33,845.091,5,4,4,3,4,4,4,Somewhat agree,Slightly agree,Somewhat agree,Somewhat agree,14,92,89,17,A lot,Some,Some,Some,About half the time,About half the time,Very,A little,Extremely comfortable,Not at all comfortable,Protect the right to own guns,Neither support nor oppose,Neither support nor oppose,Somewhat safer,Neither support nor oppose,none,NA,79668,NA,https://videoexperiment.online/?startvid=Meiy4DXThLU000001&topicid=Meiy4DXThLU_june2021_31_9_p&allowDupe=1&id=79668,28b005ce430e98f1466cae7dcfd13379d8ce4cdb29d8e1f3293af389e34e7406,3R9WASFE2ZGERNNP52T5820DNSZFZ7,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_31,2021-06-17T22:34:47Z,2021-06-17T23:01:26Z,1599,1,0.5,0.5,0.75,0.5,0.65,0.6875,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,1,0.75,0.25,1,0,89,17
2021-06-17 22:35:55,2021-06-17 23:01:27,IP Address,174.125.21.179,100,1531,True,2021-06-17 23:01:28,R_1Q57MtMYOWXbgiE,NA,NA,NA,NA,38.811004638671875,-91.033203125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,9.065,311.384,312.643,2,3,"Full understanding
5
",4,4,4,"No understanding
1
",Slightly disagree,Somewhat agree,Somewhat agree,Slightly disagree,42,58,50,50,Some,Some,A lot,Some,Once in a while,Once in a while,Somewhat,Somewhat,Somewhat comfortable,Somewhat comfortable,Protect the right to own guns,Somewhat support,Somewhat oppose,Somewhat safer,Somewhat support,good survey thank you!,NA,51661,NA,https://videoexperiment.online/?startvid=b1jlxlyvQdE000001&topicid=b1jlxlyvQdE_june2021_22_2_p&allowDupe=1&id=51661,cdaebfb89570258f4843cac26b5a31235f9cb7d19cef3731fec0913b9ff1037f,3137ONMDKG5MUSSOKZLA5DZ701TEG2,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_22,2021-06-17T22:35:55Z,2021-06-17T23:01:27Z,1532,1,0.25,0.75,0.75,0.25,0.6,0.6875,0.6666666666666666,0.6666666666666666,1,0.6666666666666666,0.75,0.75,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,50,50
2021-06-17 22:45:39,2021-06-17 23:01:43,IP Address,142.196.113.147,100,963,True,2021-06-17 23:01:43,R_1N36pph2btZrc3o,NA,NA,NA,NA,28.7935028076171875,-81.28679656982421875,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,22.434,22.434,361.805,1,"Full understanding
5
","Full understanding
5
","Full understanding
5
","Full understanding
5
",4,4,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,2,97,92,11,A lot,A lot,Not too much,Some,Never,About half the time,Very,A little,Somewhat comfortable,Not too comfortable,Protect the right to own guns,Somewhat support,Strongly oppose,Much safer,Somewhat support,I think more extensive checks are necessary.,NA,53719,NA,https://videoexperiment.online/?startvid=Meiy4DXThLU000001&topicid=Meiy4DXThLU_june2021_31_11_p&allowDupe=1&id=53719,4d3a9f00920c4e575b3c78bb6eb9c629bb708fc4fb00ca0faa714c7ebe36786c,3ZSY5X72NXBZV9ERUOII9T7S6CBROG,3BFNCI9LYJPX5H3WCAVIRPNUHZF37X,pro_31,2021-06-17T22:45:39Z,2021-06-17T23:01:43Z,964,1,0.25,1,1,0.25,0.7,0.8125,1,1,0.3333333333333333,0.6666666666666666,1,0.5,1,0.75,0.25,0.6666666666666666,0.3333333333333333,92,11
2021-06-17 22:51:52,2021-06-17 23:01:44,IP Address,108.233.151.67,100,592,True,2021-06-17 23:01:44,R_24iPBDnMCx1klKB,NA,NA,NA,NA,39.3513946533203125,-121.71209716796875,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,9.359,9.359,310.867,1,4,"Full understanding
5
",4,4,"Full understanding
5
",3,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,0,59,61,17,Some,Some,Not at all,Not too much,Once in a while,About half the time,Somewhat,A little,Somewhat comfortable,Somewhat comfortable,Protect the right to own guns,Somewhat oppose,Strongly oppose,Somewhat safer,Somewhat oppose,NA,NA,89503,NA,https://videoexperiment.online/?startvid=aTPMXi4EaKE000001&topicid=aTPMXi4EaKE_june2021_22_11_p&allowDupe=1&id=89503,fade01f06e09e956d97da52b0ca0acee460d4f4c70a4fe87b7c403b8ac98986c,3L70J4KAZGMGSV1L24IG396J2UCDAT,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,pro_22,2021-06-17T22:51:52Z,2021-06-17T23:01:44Z,592,1,0.75,1,0.75,0.75,0.85,0.875,0.6666666666666666,0.6666666666666666,0,0.3333333333333333,0.75,0.5,0.6666666666666666,0.5,0.25,0.6666666666666666,0.6666666666666666,61,17
2021-06-17 22:24:11,2021-06-17 23:01:51,IP Address,136.37.40.74,100,2259,True,2021-06-17 23:01:51,R_2RWj5RiaflatwXl,NA,NA,NA,NA,39.199493408203125,-94.52649688720703125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,9.542,9.542,651.36,1,3,"Full understanding
5
",3,3,2,"No understanding
1
",Strongly agree,Somewhat agree,Strongly agree,Strongly agree,0,100,92,9,A lot,A lot,Some,Some,Once in a while,Once in a while,Very,Not at all,Extremely comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Strongly support,Much less safe,Strongly support,NA,NA,19010,NA,https://videoexperiment.online/?startvid=UnExjakUlQg000001&topicid=UnExjakUlQg_june2021_22_12_a&allowDupe=1&id=19010,daf12ae6b925e9763e03a9e28caf5586693d04c286c2b746cf1651080ab900d9,3OE22WJIGIOUWDJODV5R39PCSCTUQR,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,anti_22,2021-06-17T22:24:11Z,2021-06-17T23:01:51Z,2260,0,0,0,0,0,0,0,1,1,0.6666666666666666,0.6666666666666666,0.75,0.75,1,0.75,0,1,0.3333333333333333,92,9
2021-06-17 22:36:48,2021-06-17 23:01:54,IP Address,67.189.50.183,100,1505,True,2021-06-17 23:01:54,R_BXvy1FH4LNLCT0R,NA,NA,NA,NA,45.480499267578125,-122.63629913330078125,anonymous,EN,I agree to participate ,Quick and easy,wikiHow,NA,NA,7.178,18.961,1086.332,2,3,4,3,4,4,3,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,65,75,75,75,Some,Some,Some,Some,Once in a while,Once in a while,Very,Very,Extremely comfortable,Extremely comfortable,Regulate gun ownership,Strongly support,Somewhat oppose,No difference,Somewhat support,NA,NA,58083,NA,https://videoexperiment.online/?startvid=S93BohYCUNI000001&topicid=S93BohYCUNI_june2021_22_4_a&allowDupe=1&id=58083,f3d832d431a6e07a6616b23871ef9d73aee9d6bd9c5c717abf12a0df568862d7,3GNA64GUZE4DBYT9CUXJVXXWTV2Q57,3OND0WXMHVEX84P5E3YQ1TGLMR1EH1,anti_22,2021-06-17T22:36:48Z,2021-06-17T23:01:54Z,1506,0,0,0.75,0.5,0.25,0.3,0.3125,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6666666666666666,0.75,0.75,1,1,75,75
